Name,Year,Location,Coordinates
"Steamboat Holidays on the Murray River","1920","Carminow Homestead, Mount Lofty, South Australia, Australia","(-35.0,138.7)"
"Steamboat Holidays on the Murray River","1920","Lake Victoria, New South Wales, Australia","(-33.8371766,151.2070713)"
"Steamboat Holidays on the Murray River","1920","Swan Hill, Victoria, Australia","(-35.3393279,143.5592026)"
"Steamboat Holidays on the Murray River","1920","Murray-Darling Basin, Australia","(-27.3788401,152.1240686)"
"Steamboat Holidays on the Murray River","1920","Blanchetown, South Australia, Australia","(-34.3517492,139.6117093)"
"Steamboat Holidays on the Murray River","1920","Adelaide Hills, South Australia, Australia","(-34.9013516,138.8293203)"
"Stolen Moments","1920","Savannah, Georgia, USA","(32.0809263,-81.0911768)"
"Stolen Moments","1920","St. Augustine, Florida, USA","(29.8946952,-81.3145395)"
"Storkarna","1920","Trollenäs, Skåne län, Sweden","(55.8650352,13.2403123)"
"Such Is Life at Coney Island","1920","Coney Island, Brooklyn, New York City, New York, USA","(40.5759291,-73.9921995)"
"Such Is Life in New York Uptown","1920","New York City, New York, USA","(40.7127281,-74.0060152)"
"Sílený lékar","1920","Prague, Czech Republic","(50.0596288,14.4464593)"
"Tam na horách","1920","(studio)","(52.2326368,21.0067376)"
"Tam na horách","1920","Slovakia","(48.7411522,19.4528646)"
"Tam na horách","1920","Velké Karlovice, Czech Republic","(49.3606361,18.2835533)"
"Tentoonstelling van materiaal in het fort van Merksem","1920","Merksem, Antwerp, Flanders, Belgium","(51.2438894,4.4397179)"
"Terremotos en Veracruz","1920","Mexico","(23.6585116,-102.0077097)"
"Terror Island","1920","Santa Catalina Island, Channel Islands, California, USA","(35.124896,-117.966819)"
"The $1,000,000 Reward","1920","Ithaca, New York, USA","(42.4396039,-76.4968019)"
"The Adorable Savage","1920","(studio)","(52.2326368,21.0067376)"
"The Adventures of Bob and Bill","1920","Glendale, California, USA","(34.1469416,-118.2478471)"
"The Best of Luck","1920","Arroyo Seco, Pasadena, California, USA","(34.1852327,-118.175067)"
"The Black Spider","1920","Monte Carlo, Monaco","(43.7402961,7.426559)"
"The Blood Barrier","1920","Oyster Bay, Long Island, New York, USA","(40.721472,-73.983824)"
"The Blue Moon","1920","Inlets & lakes, Santa Barbara, California, USA","(33.278666,-117.24764)"
"The Branding Iron","1920","California, USA","(36.7014631,-118.755997)"
"The Broadway Bubble","1920","Times Building - Broadway & 47th Street, Manhattan, New York City, New York, USA","(40.759391,-73.985072)"
"The Brute","1920","Chicago, Illinois, USA","(41.8755616,-87.6244212)"
"The Brute Master","1920","Balboa Beach, Newport Beach, California, USA","(33.5985988,-117.8942349)"
"The Brute Master","1920","San Francisco, California, USA","(37.7790262,-122.419906)"
"The Brute Master","1920","Santa Cruz Islands, California, USA","(34.1600134,-119.2256195)"
"The Brute Master","1920","Thomas H. Ince Studios - 9336 W. Washington Blvd., Culver City, California, USA","(34.024441,-118.392622)"
"The Call of the Road","1920","Walthamstow, London, England, UK","(51.5844701,-0.0188186)"
"The Copperhead","1920","Elmhurst, Queens, New York City, New York, USA","(40.7365804,-73.8783932)"
"The Daughter of Dawn","1920","Wichita Mountains, Oklahoma, USA","(34.7667323,-98.7003443)"
"The Deadlier Sex","1920","Truckee, California, USA","(39.327962,-120.1832533)"
"The Desert Scorpion","1920","Denver, Colorado, USA","(39.7392364,-104.9848623)"
"The Desert Scorpion","1920","Steamboat Springs, Colorado, USA","(40.4848003,-106.8317359)"
"The Dragon's Net","1920","China","(35.000074,104.999927)"
"The Dragon's Net","1920","Japan","(36.5748441,139.2394179)"
"The Dragon's Net","1920","Philippines","(12.7503486,122.7312101)"
"The Dragon's Net","1920","Tokyo, Japan","(35.6828387,139.7594549)"
"The Empire of Diamonds","1920","Cap Martin, Alpes-Maritimes, France","(43.7558631,7.4777304)"
"The Empire of Diamonds","1920","London, England, UK","(51.5073219,-0.1276474)"
"The Empire of Diamonds","1920","Monte Carlo, Monaco","(43.7402961,7.426559)"
"The Empire of Diamonds","1920","New York City, New York, USA","(40.7127281,-74.0060152)"
"The Empire of Diamonds","1920","Nice, Alpes-Maritimes, France","(43.7009358,7.2683912)"
"The Empire of Diamonds","1920","Paris, France","(48.8588897,2.320041)"
"The Evil Eye","1920","Balboa, Newport Beach, California, USA","(33.6006761,-117.8971141)"
"The Family Honor","1920","Sunland, Los Angeles, California, USA","(34.2669466,-118.3023)"
"The Fighting Chance","1920","San Francisco, California, USA","(37.7790262,-122.419906)"
"The Fighting Kentuckians","1920","Blue Ridge Mountains, Virginia, USA","(37.225408,-81.299809)"
"The Flame of Hellgate","1920","Boulder Creek, California, USA","(32.9726949,-116.6881244)"
"The Flame of Hellgate","1920","Santa Cruz Mountains, California, USA","(36.958582,-122.025983)"
"The Flaming Clue","1920","Bayside, Queens, New York City, New York, USA","(40.7684351,-73.7770774)"
"The Flaming Clue","1920","New Jersey, USA","(40.0757384,-74.4041622)"
"The Flaming Clue","1920","Westchester, Pennsylvania, USA","(40.43505,-80.0449145)"
"The Forbidden Thing","1920","(studio)","(52.2326368,21.0067376)"
"The Forbidden Thing","1920","Hueneme, California, USA","(34.1477558,-119.1951559)"
"The Forbidden Thing","1920","Oxnard, California, USA","(34.1976308,-119.1803818)"
"The Garter Girl","1920","Irving Place Theatre - East 15th Street, Manhattan, New York City, New York, USA","(40.796089,-73.963349)"
"The Garter Girl","1920","Saugerties, New York, USA","(42.0775906,-73.9529126)"
"The Gauntlet","1920","Asheville, North Carolina, USA","(35.6009498,-82.5540161)"
"The Gauntlet","1920","Saugerties, New York, USA","(42.0775906,-73.9529126)"
"The Girl in Number 29","1920","(studio)","(52.2326368,21.0067376)"
"The Golden Trail","1920","Portland, Oregon, USA","(45.5202471,-122.6741949)"
"The Great Shadow","1920","(studio)","(52.2326368,21.0067376)"
"The Harvest Moon","1920","(studio)","(52.2326368,21.0067376)"
"The Heart of a Child","1920","Silver Lake, Los Angeles, California, USA","(34.0896518,-118.2693735)"
"The Heart of a Child","1920","Chinatown, Los Angeles, California, USA","(34.0638402,-118.2358676)"
"The Idol Dancer","1920","(exterirors)","location is undefined"
"The Idol Dancer","1920","(exterirors)","(34.0638402,-118.2358676)"
"The Idol Dancer","1920","Bahamas","(24.7736546,-78.0000547)"
"The Idol Dancer","1920","Nassau, New Providence Island, Bahamas","(25.0783456,-77.3383331)"
"The Isle of Destiny","1920","Anna Maria Island, Manatee County, Florida, USA","(27.529382,-82.7324723)"
"The Isle of Destiny","1920","Tampa, Florida, USA","(27.9477595,-82.458444)"
"The Jailbird","1920","(Photograph)","(47.748393,12.9941277)"
"The Jews in Poland","1920","Brest, Belarus","(52.093751,23.6851851)"
"The Jews in Poland","1920","Pinsk, Belarus","(52.1113862,26.1025274)"
"The Jews in Poland","1920","Warsaw, Mazowieckie, Poland","(52.2319581,21.0067249)"
"The Kentucky Colonel","1920","Sunland Park, Sunland, Los Angeles, California, USA","(34.2758912,-118.3015553)"
"The Last of the Mohicans","1920","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA","(35.127658,-117.99131)"
"The Last of the Mohicans","1920","Yosemite National Park, California, USA","(37.3286854,-121.9129491)"
"The Leopard Woman","1920","Palm Springs, California, USA","(33.7721794,-116.4952977)"
"The Lost City","1920","Selig Studio - 1845 Allesandro Street, Edendale, Silver Lake, Los Angeles, California, USA","(34.089971,-118.258633)"
"The Lost City","1920","Thomas H. Ince Studios - 9336 W. Washington Blvd., Culver City, California, USA","(34.024441,-118.392622)"
"The Love Expert","1920","Palm Beach, Florida, USA","(26.6279798,-80.4494174)"
"The Love Flower","1920","Fort Lauderdale, Florida, USA","(26.1223084,-80.1433786)"
"The Love Flower","1920","Miami, Florida, USA","(25.7741728,-80.19362)"
"The Love Flower","1920","Nassau, New Providence Island, Bahamas","(25.0783456,-77.3383331)"
"The Man Who Was Afraid","1920","(locations)","(50.9184667,-1.4280644)"
"The Man from Kangaroo","1920","Australia","(-24.7761086,134.755)"
"The Mark of Zorro","1920","(interiors) (studio)","(41.312018,69.291445)"
"The Mark of Zorro","1920","(exteriors: set resmbling 1840s Los Angeles)","location is undefined"
"The Mark of Zorro","1920","(exteriors: set resmbling 1840s Los Angeles)","(41.312018,69.291445)"
"The Mark of Zorro","1920","Shadow Hills, Sunland, Los Angeles, California, USA","(34.255,-118.3441667)"
"The Merry Little Put-Put","1920","LeConte Glacier, Alaska, USA","(56.94611,-132.32944)"
"The Merry Little Put-Put","1920","Thomas Bay, Alaska, USA","(55.618469,-131.9471204)"
"The Mollycoddle","1920","Hopi Indian Reservation, Arizona, USA","(32.250757,-110.844098)"
"The Mutiny of the Elsinore","1920","Broadway, Los Angeles, California, USA","(34.0570604,-118.2423382)"
"The New York Idea","1920","Glen Cove, Long Island, New York, USA","(40.799948,-73.95119)"
"The North Wind's Malice","1920","Lake Champlain, New York, USA","(44.973168,-73.364739)"
"The North Wind's Malice","1920","Pittsburgh, Pennsylvania, USA","(40.4416941,-79.9900861)"
"The North Wind's Malice","1920","Port Henry, New York, USA","(44.048609,-73.45974)"
"The Orphan","1920","Palm Springs, California, USA","(33.7721794,-116.4952977)"
"The Penalty","1920","(studio)","(52.2326368,21.0067376)"
"The Penalty","1920","San Francisco, California, USA","(37.7790262,-122.419906)"
"The Place of the Honeymoons","1920","(studio)","(52.2326368,21.0067376)"
"The Prince of Avenue A","1920","San Francisco, California, USA","(37.7790262,-122.419906)"
"The Purple Cipher","1920","(Naval station)","(41.526139,-90.6089174)"
"The Purple Cipher","1920","(shipyards)","(44.2246425,-76.4844521)"
"The Purple Cipher","1920","Naval Base San Diego, San Diego, California, USA","(32.6734868,-117.1207744)"
"The Race of the Age","1920","Windsor, Ontario, Canada","(42.317099,-83.0353434)"
"The Reawakening","1920","Fort Sheridan, Illinois, USA","(41.2966217,-89.0263394)"
"The Red Lane","1920","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA","(35.127658,-117.99131)"
"The Red Lane","1920","(studio)","(52.2326368,21.0067376)"
"The Revenge of Tarzan","1920","L-KO Zoo, Los Angeles, California, USA","(35.124584,-117.957021)"
"The Revenge of Tarzan","1920","Balboa, Newport Beach, California, USA","(33.6006761,-117.8971141)"
"The Revenge of Tarzan","1920","Florida, USA","(27.7567667,-81.4639835)"
"The Revenge of Tarzan","1920","New York City, New York, USA","(40.7127281,-74.0060152)"
"The Revenge of Tarzan","1920","Yonkers, New York, USA","(40.9312099,-73.8987469)"
"The Riddle: Woman","1920","Marblehead, Massachusetts, USA","(42.500096,-70.8578253)"
"The Right of Way","1920","California, USA","(36.7014631,-118.755997)"
"The Right to Love","1920","Miami Beach, Florida, USA","(25.7929198,-80.1353006)"
"The River's End","1920","Big Bear Valley, San Bernardino National Forest, California, USA","(34.09586,-117.281916)"
"The River's End","1920","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA","(35.127658,-117.99131)"
"The Round-Up","1920","Alabama Hills, Lone Pine, California, USA","(36.6013301,-118.0834804)"
"The Sagebrusher","1920","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA","(35.127658,-117.99131)"
"The Sagebrusher","1920","Santa Ana Canyon, San Bernardino Mountains, California, USA","(35.124896,-117.966819)"
"The Scarecrow","1920","(motorcycle with sidecar scenes)","location is undefined"
"The Scarecrow","1920","(motorcycle with sidecar scenes)","(35.124896,-117.966819)"
"The Sea Rider","1920","Prince's Bay, Long Island, New York, USA","(40.721472,-73.983824)"
"The Silver Horde","1920","Lummi Island, Bellingham, Washington, USA","(48.8153513,-122.5554692)"
"The Silver Horde","1920","Seattle, Washington, USA","(47.6038321,-122.330062)"
"The Son of Tarzan","1920","Pico Rivera, California, USA","(33.9830688,-118.096735)"
"The Son of Tarzan","1920","Los Angeles, California, USA","(34.0536909,-118.242766)"
"The Son of Tarzan","1920","Corona Del Mar, Newport Beach, California, USA","(33.5995916,-117.8737398)"
"The Son of Tarzan","1920","San Bernardino Mountains, California, USA","(34.063682,-117.284719)"
"The Son of Tarzan","1920","San Francisco, California, USA","(37.7790262,-122.419906)"
"The Son of Tarzan","1920","Balboa, Newport Beach, California, USA","(33.6006761,-117.8971141)"
"The Son of Tarzan","1920","Busch Gardens - S. Grove Avenue, Pasadena, California, USA","(34.127625,-118.162563)"
"The Son of Tarzan","1920","Woodland Park, El Monte, California, USA","(37.6547702,-121.0467286)"
"The Soul of Youth","1920","Los Angeles, California, USA","(34.0536909,-118.242766)"
"The Sporting Duchess","1920","New Orleans, Louisiana, USA","(29.9759983,-90.0782127)"
"The Sporting Duchess","1920","Rye, New York, USA","(40.9808209,-73.684294)"
"The Sporting Duchess","1920","Stamford, Connecticut, USA","(41.072089,-73.5444361)"
"The Symbol of the Unconquered","1920","Fort Lee, New Jersey, USA","(40.8509333,-73.9701382)"
"The Terror","1920","California, USA","(36.7014631,-118.755997)"
"The Terror","1920","Sonora, California, USA","(37.9840911,-120.3821381)"
"The Testing Block","1920","Ben Lomond, California, USA","(40.0021074,-121.3066332)"
"The Testing Block","1920","Big Trees, California, USA","(37.0382522,-122.0591426)"
"The Testing Block","1920","Capitola, California, USA","(36.9762927,-121.954057)"
"The Testing Block","1920","Felton, California, USA","(37.0415836,-122.0769929)"
"The Testing Block","1920","Santa Clarita, California, USA","(34.3916641,-118.542586)"
"The Texan","1920","Prescott, Arizona, USA","(34.5399962,-112.4687616)"
"The Tiger's Coat","1920","(studio)","(52.2326368,21.0067376)"
"The Tiger's Cub","1920","Port Henry, New York, USA","(44.048609,-73.45974)"
"The Toll Gate","1920","Sonora, California, USA","(37.9840911,-120.3821381)"
"The Toonerville Trolley","1920","(trolleycar scene)","location is undefined"
"The Toonerville Trolley","1920","(trolleycar scene)","(37.9840911,-120.3821381)"
"The Tower of Jewels","1920","Bay Shore, Long Island, New York, USA","(40.798832,-73.952015)"
"The Triflers","1920","(studio)","(52.2326368,21.0067376)"
"The Unfortunate Sex","1920","San Francisco, California, USA","(37.7790262,-122.419906)"
"The Valley of Ten Thousand Smokes","1920","Katmai National Park, Alaska, USA","(58.6929377,-156.667593)"
"The Valley of Ten Thousand Smokes","1920","Alaska, USA","(64.4459613,-149.680909)"
"The Vanishing Dagger","1920","(Episode 10)","(52.370269,4.8842802)"
"The Vanishing Dagger","1920","(Episode 11)","(52.3691018,4.9008527)"
"The Vanishing Dagger","1920","(Episode 9)","(33.6816369,-117.7188318)"
"The Virgin of Stamboul","1920","(exteriors)","(54.6900603,25.2684136)"
"The Week-End","1920","Long Island, New York, USA","(40.851497,-73.0994258)"
"The Whirlwind","1920","Ausable Chasm, Keeseville, New York, USA","(44.524474,-73.4611175)"
"The Whirlwind","1920","(studio)","(52.2326368,21.0067376)"
"The Whirlwind","1920","Florida, USA","(27.7567667,-81.4639835)"
"The Whirlwind","1920","New York, USA","(40.7127281,-74.0060152)"
"The Woman Game","1920","Miami, Florida, USA","(25.7741728,-80.19362)"
"Titimekuv náhrdelník","1920","Prague, Czech Republic","(50.0596288,14.4464593)"
"Toma de Sabinas","1920","Mexico","(23.6585116,-102.0077097)"
"Toma de posesión de Obregon","1920","Mexico City, Distrito Federal, Mexico","(19.2667063,-99.1269596)"
"Toma de posesión del general Álvaro Obregón","1920","Mexico","(23.6585116,-102.0077097)"
"Toma de posesión del presidente de la republica, señor Adolfo de la Huerta","1920","Mexico City, Distrito Federal, Mexico","(19.2667063,-99.1269596)"
"Torn Sails","1920","The Beach, Llangranog, Cardigan, Wales, UK","(53.3418732,-1.2789459)"
"Trampoty divadelního reditele","1920","Prague, Czech Republic","(50.0596288,14.4464593)"
"Two of a Kind","1920","Bruton studios, Los Angeles, California, USA","(34.071714,-118.376729)"
"Under Crimson Skies","1920","(studio)","(52.2326368,21.0067376)"
"Under Northern Lights","1920","(Battle scenes)","location is undefined"
"Under Northern Lights","1920","(Battle scenes)","(52.2326368,21.0067376)"
"Under Northern Lights","1920","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA","(35.127658,-117.99131)"
"Visita de Obregon a Merida","1920","Mérida, Yucatán, Mexico","(20.9670759,-89.6237402)"
"Way Down East","1920","Great Falls Historic District, Paterson, New Jersey, USA","(40.907146,-74.180449)"
"Way Down East","1920","(Ice floe scenes)","location is undefined"
"Way Down East","1920","(Ice floe scenes)","(40.907146,-74.180449)"
"Way Down East","1920","Fort Lauderdale, Florida, USA","(26.1223084,-80.1433786)"
"Way Down East","1920","Mamaroneck, New York, USA","(40.927868,-73.7250442)"
"Way Down East","1920","Orient Point, Long Island, New York, USA","(41.1523526,-72.2512715)"
"Way Down East","1920","White River Junction, Vermont, USA","(43.6488351,-72.3193634)"
"Way Up Yonder","1920","Alaska, USA","(64.4459613,-149.680909)"
"What Women Love","1920","(Kellerman's dive)","location is undefined"
"What Women Love","1920","(Kellerman's dive)","(64.4459613,-149.680909)"
"While New York Sleeps","1920","New York City, New York, USA","(40.7127281,-74.0060152)"
"Whispers","1920","Pennsylvania Station - 7th Avenue & 32nd Street, Manhattan, New York City, New York, USA","(40.750992,-73.990623)"
"Whispers","1920","Washington, District of Columbia, USA","(38.8950368,-77.0365427)"
"White Youth","1920","Louisiana, USA","(30.8703881,-92.007126)"
"White Youth","1920","New Orleans, Louisiana, USA","(29.9759983,-90.0782127)"
"Who's Your Servant?","1920","San Rafael, California, USA","(37.9735346,-122.5310874)"
